"# RUNTIME OF VARIANTS OF FROST1, FROST2 & ROAST (Ristretto255, SHA-512)"
"# n=20, t=7, alpha=7, trials=5, seed=Some(42)"
""
Phase,FROST1_mean,FROST1_median,FROST1_std,Binding_mean,Binding_median,Binding_std,FROST-2+_mean,FROST-2+_median,FROST-2+_std,FROST-2#_mean,FROST-2#_median,FROST-2#_std,ROAST_mean,ROAST_median,ROAST_std,setup,0.002,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Key generation,184.529,182.169,6.196,182.663,181.448,7.565,185.729,183.489,9.756,185.733,183.120,4.371,185.564,187.655,6.497,Preprocess,0.415,0.421,0.024,0.434,0.444,0.046,0.675,0.648,0.129,0.649,0.648,0.040,0.000,0.000,0.000,signing,3.145,3.151,0.157,3.176,3.206,0.097,3.268,3.255,0.311,3.308,3.311,0.044,9.260,9.198,0.541,combining,0.001,0.001,0.000,0.001,0.001,0.000,0.001,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,verifying,0.076,0.074,0.004,0.083,0.074,0.019,0.083,0.080,0.013,0.079,0.080,0.004,0.000,0.000,0.000,preprocess per participant,0.059,0.057,0.005,0.061,0.056,0.015,0.096,0.091,0.020,0.092,0.092,0.006,0.397,0.394,0.021,signing per participant,0.449,0.435,0.029,0.454,0.432,0.050,0.467,0.462,0.049,0.472,0.463,0.046,0.926,0.920,0.049
